elapsed time,timestamp,topic,value
23.353,1774501326.977000000,/odom_adapted.pose.pose.position.x,0
23.353,1774501326.977000000,/odom_adapted.pose.pose.position.x,0
23.438,1774501327.062000000,/odom_adapted.pose.pose.position.x,0
23.439,1774501327.063000000,/odom_adapted.pose.pose.position.x,0
23.439,1774501327.063000000,/odom_adapted.pose.pose.position.x,0
23.52,1774501327.144000000,/odom_adapted.pose.pose.position.x,0
23.52,1774501327.144000000,/odom_adapted.pose.pose.position.x,0
23.52,1774501327.144000000,/odom_adapted.pose.pose.position.x,0
23.523,1774501327.147000000,/odom_adapted.pose.pose.position.x,0
23.586,1774501327.210000000,/odom_adapted.pose.pose.position.x,0
23.586,1774501327.210000000,/odom_adapted.pose.pose.position.x,0
23.678,1774501327.302000000,/odom_adapted.pose.pose.position.x,0
23.709,1774501327.333000000,/odom_adapted.pose.pose.position.x,0
23.709,1774501327.333000000,/odom_adapted.pose.pose.position.x,0
23.709,1774501327.333000000,/odom_adapted.pose.pose.position.x,0
23.709,1774501327.333000000,/odom_adapted.pose.pose.position.x,0
23.71,1774501327.334000000,/odom_adapted.pose.pose.position.x,0
23.71,1774501327.334000000,/odom_adapted.pose.pose.position.x,0
23.763,1774501327.387000000,/odom_adapted.pose.pose.position.x,0
23.861,1774501327.485000000,/odom_adapted.pose.pose.position.x,0
23.878,1774501327.502000000,/odom_adapted.pose.pose.position.x,0
23.878,1774501327.502000000,/odom_adapted.pose.pose.position.x,0
23.881,1774501327.505000000,/odom_adapted.pose.pose.position.x,0
23.881,1774501327.505000000,/odom_adapted.pose.pose.position.x,0
23.917,1774501327.541000000,/odom_adapted.pose.pose.position.x,0
23.918,1774501327.542000000,/odom_adapted.pose.pose.position.x,0
23.967,1774501327.591000000,/odom_adapted.pose.pose.position.x,0
23.985,1774501327.609000000,/odom_adapted.pose.pose.position.x,0
23.985,1774501327.609000000,/odom_adapted.pose.pose.position.x,0
24.025,1774501327.649000000,/odom_adapted.pose.pose.position.x,0
24.029,1774501327.653000000,/odom_adapted.pose.pose.position.x,0
24.05,1774501327.674000000,/odom_adapted.pose.pose.position.x,0
24.05,1774501327.674000000,/odom_adapted.pose.pose.position.x,0
24.078,1774501327.702000000,/odom_adapted.pose.pose.position.x,0
24.079,1774501327.703000000,/odom_adapted.pose.pose.position.x,0
24.181,1774501327.805000000,/odom_adapted.pose.pose.position.x,0
24.231,1774501327.855000000,/odom_adapted.pose.pose.position.x,0
24.231,1774501327.855000000,/odom_adapted.pose.pose.position.x,0
24.231,1774501327.855000000,/odom_adapted.pose.pose.position.x,0
24.268,1774501327.892000000,/odom_adapted.pose.pose.position.x,0
24.268,1774501327.892000000,/odom_adapted.pose.pose.position.x,0
24.268,1774501327.892000000,/odom_adapted.pose.pose.position.x,0
24.335,1774501327.959000000,/odom_adapted.pose.pose.position.x,0
24.335,1774501327.959000000,/odom_adapted.pose.pose.position.x,0
24.372,1774501327.996000000,/odom_adapted.pose.pose.position.x,0
24.372,1774501327.996000000,/odom_adapted.pose.pose.position.x,0
24.414,1774501328.038000000,/odom_adapted.pose.pose.position.x,0
24.437,1774501328.061000000,/odom_adapted.pose.pose.position.x,0
24.467,1774501328.091000000,/odom_adapted.pose.pose.position.x,0
24.493,1774501328.117000000,/odom_adapted.pose.pose.position.x,0
24.499,1774501328.123000000,/odom_adapted.pose.pose.position.x,0
24.612,1774501328.236000000,/odom_adapted.pose.pose.position.x,0
24.613,1774501328.237000000,/odom_adapted.pose.pose.position.x,0
24.723,1774501328.347000000,/odom_adapted.pose.pose.position.x,0
24.723,1774501328.347000000,/odom_adapted.pose.pose.position.x,0
24.723,1774501328.347000000,/odom_adapted.pose.pose.position.x,0
24.723,1774501328.347000000,/odom_adapted.pose.pose.position.x,0
24.762,1774501328.386000000,/odom_adapted.pose.pose.position.x,0
24.762,1774501328.386000000,/odom_adapted.pose.pose.position.x,0
24.77,1774501328.394000000,/odom_adapted.pose.pose.position.x,0
24.932,1774501328.556000000,/odom_adapted.pose.pose.position.x,0
24.938,1774501328.562000000,/odom_adapted.pose.pose.position.x,0
24.945,1774501328.569000000,/odom_adapted.pose.pose.position.x,0
24.995,1774501328.619000000,/odom_adapted.pose.pose.position.x,0
